Country,City,Airport Name,IATA Code,ICAO Code
United States,Apalachicola,Municipal,AAF,KAAF
United States,"Houston, TX",Andrau Airpark,AAP,BGAG
United States,Abilene,Municipal,ABI,KABI
United States,Ambler,Ambler,ABL,PAFM
United States,Albuquerque,Albuquerque International,ABQ,KABQ
United States,Aberdeen,Municipal,ABR,KABR
United States,Albany,Dougherty County,ABY,KABY
United States,Bellaire,Antrim County,ACB,KACB
United States,Nantucket,Nantucket Memorial,ACK,KACK
United States,Waco,Municipal,ACT,KACT
United States,Arcata,Arcata,ACV,KACV
United States,Atlantic City,Atlantic City Intl,ACY,KACY
United States,Adrian,Lenawee County,ADG,KADG
United States,Adak Island,Adak Island NS,ADK,PADK
United States,Ardmore,Ardmore Municipal Arpt,ADM,KADM
United States,Kodiak,Kodiak Airport,ADQ,PADQ
United States,Andrews,Andrews,ADR,KPHH
United States,Dallas,Addison Airport,ADS,KADS
United States,Ada,Ada,ADT,KADH
United States,Camp Springs,Andrews AFB,ADW,KADW
United States,Aleneva,Aleneva,AED,KTDO
United States,Albert Lea,Albert Lea,AEL,KAEL
United States,Allakaket,Allakaket,AET,PFAL
United States,"Alexandria, LA",Alexandria International,AEX,KAEX
United States,Colorado Springs,USAF Academy Airstrip,AFF,KAFF
United States,Jaffrey,Municipal,AFN,KAFN
United States,Afton,Municipal,AFO,KAFO
United States,"Fort Worth, TX",Fort Worth Alliance,AFW,KAFW
United States,Pittsburgh,Allegheny County,AGC,KAGC
United States,Angoon,Angoon,AGN,PAGN
United States,Magnolia,Municipal,AGO,KAGO
United States,Augusta,Bush Field,AGS,KAGS
United States,Ardmore,Downtown,AHD,KAHD
United States,Amery,Municipal,AHH,KAHH
United States,Amchitka,Amchitka,AHT,PHKO
United States,Alliance,Alliance,AIA,KAIA
United States,Anita Bay,Anita Bay,AIB,KGRK
United States,Anderson,Municipal,AID,KAID
United States,Aiken,Municipal,AIK,KAIK
United States,Wainwright,Wainwright,AIN,PAWI
United States,Atlantic,Municipal,AIO,KAIO
United States,Aliceville,George Downer,AIV,KAIV
United States,Atlantic City,Bader Field,AIY,KAIY
United States,Kaiser/Lake Ozark,Lee C Fine Memorial,AIZ,KAIZ
United States,Atka,Atka,AKB,PAAK
United States,Akiak,Akiak,AKI,PFAK
United States,Akhiok,Akhiok SPB,AKK,PAKH
United States,King Salmon,King Salmon,AKN,PAKN
United States,"Akron, CO",Colorado Plains Regional Airport,AKO,KAKO
United States,Anaktuvuk,Anaktuvuk,AKP,PAKP
United States,Albany,Albany International,ALB,KALB
United States,Alpine,Alpine,ALE,
United States,Alice,International,ALI,KALI
United States,Alamogordo,Municipal,ALM,KALM
United States,Alton,Alton,ALN,KALN
United States,Waterloo,Waterloo,ALO,KALO
United States,Alamosa,Municipal,ALS,KALS
United States,Walla Walla,Walla Walla,ALW,KALW
United States,Alexander City,Thomas C Russell Fld,ALX,KALX
United States,Alitak,Alitak SPB,ALZ,KALZ
United States,"Amarillo, TX",Rick Husband Amarillo International,AMA,KAMA
United States,Durango,Animas Airpark,AMK,
United States,Alma,Gratiot Community,AMN,KAMN
United States,Ames,Ames,AMW,KAMW
United States,Anaheim,Orange County Steel Salvage Heliport,ANA,KANA
United States,Anniston,Anniston Metropolitan,ANB,KANB
United States,Anchorage,Ted Stevens Anchorage International Airport,ANC,PANC
United States,Anderson,Anderson,AND,KAND
United States,Aniak,Aniak,ANI,PANI
United States,Annette Island,Annette Island,ANN,PANT
United States,Annapolis,Lee,ANP,KANP
United States,Angola,Tri-State Steuben Cty,ANQ,KANQ
United States,Anvik,Anvik,ANV,PANV
United States,Ainsworth,Ainsworth,ANW,KANW
United States,Anthony,Anthony,ANY,KANY
United States,Lima,Allen County,AOH,KAOH
United States,Martinsburg,Martinsburg,AOO,KAOO
United States,Amook,Amook,AOS,HTDA
United States,Denver,Arapahoe Co,APA,KAPA
United States,Napa,Napa County,APC,KAPC
United States,Naples,Naples,APF,KAPF
United States,Aberdeen,Phillips AAF,APG,KAPG
United States,Bowling Green,Camp A P Hill,APH,KAPH
United States,Alpena,Alpena County Regional,APN,KAPN
United States,Jasper,Marion County,APT,KAPT
United States,Apple Valley,Apple Valley,APV,KAPV
United States,Alyeska,Alyeska,AQY,KAQY
United States,New Iberia,Acadiana Regional,ARA,KARA
United States,"Ann Arbor, MI",Municipal,ARB,KARB
United States,Arctic Village,Arctic Village,ARC,PARC
United States,Walnut Ridge,Walnut Ridge,ARG,KARG
United States,Watertown,Watertown,ART,KART
United States,Minocqua,Noble F. Lee,ARV,KARV
United States,"Neptune, NJ",Asbury Park,ARX,OIHR
United States,Aspen,Aspen,ASE,KASE
United States,"Nashua, NH",Boire Field,ASH,KASH
United States,Marshall,Harrison County,ASL,KASL
United States,Talladega,Talladega,ASN,KASN
United States,Austin,Austin,ASQ,KTMT
United States,Astoria,Astoria,AST,KAST
United States,Ashland,Ashland,ASX,KASX
United States,Ashley,Ashley,ASY,KASY
United States,Antlers,Antlers,ATE,KATE
United States,Atqasuk,Atqasuk,ATK,PATQ
United States,"Atlanta, GA",Hartsfield-jackson Atlanta International,ATL,KATL
United States,Artesia,Artesia,ATS,KATS
United States,Atmautluak,Atmautluak,ATT,
United States,Attu Island,Casco Cove,ATU,PAAT
United States,Appleton,Outagamie County,ATW,KATW
United States,Watertown,Watertown,ATY,KATY
United States,Augusta,Augusta,AUG,KAUG
United States,Alakanuk,Alakanuk,AUK,PAUK
United States,Austin,Austin,AUM,KAUM
United States,Auburn,Auburn,AUN,KAUN
United States,Auburn,Auburn-Opelika,AUO,KAUO
United States,Wausau,Municipal,AUW,KAUW
United States,Aurora,Municipal Airport,AUZ,KARR
United States,Fletcher,Asheville Regional Airport,AVL,KAVL
United States,Avon Park,Municipal,AVO,KAVO
United States,"Wilkes-Barre/Scranton, PA",Wilkes-Barre/Scranton International Airport,AVP,KAVP
United States,Tucson,Avra Valley,AVW,KAVQ
United States,Catalina Island,Avalon Bay,AVX,KAVX
United States,West Memphis,Municipal,AWM,KAWM
United States,Alexandria Bay,Alexandria Bay,AXB,KAXB
United States,Algona,Algona,AXG,KAXA
United States,Alexandria,Alexandria,AXN,KAXN
United States,Altus,Municipal,AXS,KAXS
United States,Wapakoneta,Neil Armstrong,AXV,KAXV
United States,Angel Fire,Angel Fire,AXX,KAXX
United States,Waycross,Ware County,AYS,KAYS
United States,Amityville,Zahns,AYZ,WRTA
United States,Kalamazoo,Kalamazoo/Battle Creek Intl,AZO,KAZO
United States,Marysville,Beale AFB,BAB,KBAB
United States,Shreveport,Barksdale AFB,BAD,KBAD
United States,Westfield,Barnes,BAF,KBAF
United States,Battle Mountain,Lander County,BAM,KBAM
United States,Baker Island,Baker Aaf,BAR,
United States,Benson,Municipal,BBB,KBBB
United States,Bay City,Bay City,BBC,KBYY
United States,Brady,Curtis Field,BBD,KBBD
United States,Burlington,Burlington,BBF,KHBG
United States,Broken Bow,Broken Bow,BBW,KBBW
United States,Blue Bell,Wings Field,BBX,KLOM
United States,Blacksburg,Virginia Tech,BCB,KBCB
United States,Bear Creek,Bear Creek,BCC,KBCC
United States,Bryce,Bryce,BCE,KBCE
United States,Baca Grande,Baca Grande,BCJ,SCIP
United States,Belle Chasse,Southern Seaplane,BCS,
United States,Boca Raton,Public,BCT,KBCT
United States,Baudette,Baudette,BDE,KBDE
United States,Bradford,Rinkenberger,BDF,KBDF
United States,Blanding,Blanding,BDG,KBDG
United States,Windsor Locks,Bradley International,BDL,KBDL
United States,Bridgeport,Igor I. Sikorsky Mem.,BDR,KBDR
United States,Broadus,Broadus,BDX,KBDX
United States,Bandon,State,BDY,KBDY
United States,Wichita,Beech,BEC,KBEC
United States,Bedford/Hanscom,Hanscom Field,BED,KBED
United States,Benton Harbor,Ross Field,BEH,KBEH
United States,Bethel,Bethel Airport,BET,PABE
United States,Blue Fox Bay,Blue Fox Bay,BFB,KBUR
United States,Bradford,Bradford,BFD,KBFD
United States,Scottsbluff,Scotts Bluff County,BFF,KBFF
United States,Bullfrog Basin,Bullfrog Basin,BFG,KBFG
United States,Seattle,Boeing Field/King County International Airport,BFI,KBFI
United States,Buffalo,Buffalo Municipal Airport,BFK,KBFK
United States,Bakersfield,Meadows Field,BFL,KBFL
United States,Mobile,Mob Aerospace,BFM,KBFM
United States,Beaver Falls,Beaver Falls,BFP,KBVI
United States,Bedford,Virgil I Grissom Muni,BFR,KBFR
United States,Beaufort,County,BFT,KARW
United States,Borger,Borger,BGD,KBGD
United States,Bainbridge,Decatur County,BGE,KBGE
United States,"Binghamton, NY",Greater Binghamton,BGM,KBGM
United States,Big Lake,Big Lake,BGQ,PAGQ
United States,Bangor,Bangor International Airport,BGR,KBGR
United States,Big Spring,Webb AFB,BGS,KBGS
United States,Bagdad,Bagdad,BGT,KBGT
United States,Bar Harbor,Bar Harbor,BHB,KBHB
United States,Bhurban,Bhurban Heliport,BHC,KBHC
United States,Big Creek,Big Creek,BIC,CYLB
United States,Block Island,Block Island,BID,KBID
United States,Beatrice,Beatrice,BIE,KBIE
United States,El Paso,Biggs Aaf,BIF,KBIF
United States,Big Delta,Intermediate Field,BIG,PABI
United States,Bishop,Bishop,BIH,KBIH
United States,Billings,Billings,BIL,KBIL
United States,Bismarck,Bismarck,BIS,KBIS
United States,Biloxi,Keesler AFB,BIX,KBIX
United States,Broomfield,Jeffco,BJC,KBJC
United States,Bemidji,Bemidji,BJI,KBJI
United States,Wooster,Wayne County,BJJ,KBJJ
United States,Buckland,Buckland,BKC,PABL
United States,Breckenridge,Stephens County,BKD,KBKD
United States,Baker,Baker,BKE,KBKE
United States,Katmai National Park,Lake Brooks SPB,BKF,KBKF
United States,Kekaha,Barking Sands PMRF,BKH,PHBK
United States,Cleveland,Burke Lakefront,BKL,KBKL
United States,Blackstone,Blackstone AAF,BKT,KBKT
United States,Beckley,Beckley,BKW,KBKW
United States,Brookings,Brookings,BKX,KBKX
United States,Boulder City,Boulder City,BLD,KBVU
United States,Princeton,Princeton,BLF,KBLF
United States,Blythe,Blythe,BLH,KBLH
United States,Bellingham,Bellingham,BLI,KBLI
United States,Belmar - Farmingdale,Monmouth Executive Airport,BLM,KBLM
United States,Blue Canyon,Blue Canyon,BLU,KBLU
United States,Belleville,Belleville,BLV,KBLV
United States,Waimanalo,Bellows Field,BLW,KLEX
United States,Brigham City,Brigham City,BMC,KBMC
United States,Bloomington,Bloomington,BMG,KBMG
United States,"Bloomington/Normal, IL",Central Illinois Regional Airport at Bloomington-Normal,BMI,KBMI
United States,Berlin,Berlin Municipal Airport,BML,KBML
United States,Beaumont,Beaumont Muni,BMT,KBMT
United States,Big Mountain,Big Mountain,BMX,PABM
United States,"Nashville, TN",Nashville International,BNA,KBNA
United States,Baranof,Warm Spring Bay SPB,BNF,KBNF
United States,Banning,Banning,BNG,KBNG
United States,Hartford,Barnes,BNH,VDPP
United States,"Barnwell, SC",Barnwell Regional,BNL,KBNL
United States,Burns,Burns,BNO,KBNO
United States,Boone,Boone,BNW,KBNW
United States,"Boise, ID",Boise Air Terminal/Gowen Field,BOI,KBOI
United States,Brookings,Brookings State,BOK,KBOK
United States,Boston,Logan International,BOS,KBOS
United States,Bartow,Bartow,BOW,KBOW
United States,Bethpage,Grumman,BPA,EGEP
United States,Big Piney,Big Piney-marbleton,BPI,KBPI
United States,Beaumont,Jefferson County,BPT,KBPT
United States,Brunswick,Glynco Jetport,BQK,KBQK
United States,Gustavus,Bartlett SPB,BQV,KBQV
United States,"Brainerd, MN",Brainerd Lakes Regional,BRD,KBRD
United States,Whitesburg,Municipal,BRG,HEBA
United States,Burlington,Burlington,BRL,KBRL
United States,Brownsville,South Padre Is. Intl,BRO,KBRO
United States,Barrow,Wiley Post/W.Rogers M,BRW,PABR
United States,"Bardstown, KY",Samuels Field,BRY,KBRY
United States,Blairsville,Blairsville,BSI,WBKN
United States,Bisbee,Bisbee Municipal Arpt,BSQ,KBSQ
United States,Boswell Bay,Boswell Bay,BSW,KBSW
United States,Bartletts,Bartletts,BSZ,KIAH
United States,Bountiful,Salt Lake Skypark,BTF,KBTF
United States,Barter Island,Barter Island,BTI,PABU
United States,Battle Creek,WK Kellogg Regional,BTL,KBTL
United States,"Butte, (MT)",Bert Mooney Airport,BTM,KBTM
United States,Bennettsville,Bennettsville,BTN,KBBP
United States,Butler,Butler County - Kenny Scholter Field,BTP,KBTP
United States,Baton Rouge,Ryan,BTR,KBTR
United States,Bettles,Bettles,BTT,PABT
United States,Burlington,Burlington International,BTV,KBTV
United States,Beatty,Beatty,BTY,KBTY
United States,Burwell,Municipal,BUB,KBUB
United States,Butler,Butler,BUM,KBUM
United States,Burbank,Bob Hope,BUR,KBUR
United States,Beaver Inlet,Sea Port,BVD,NTAA
United States,Bartlesville,Bartlesville,BVO,KBVO
United States,Brava,Esperadinha,BVR,GVBR
United States,Beluga,Beluga,BVU,PABG
United States,Batesville,Municipal,BVX,KBVX
United States,Beverly,Beverly Municiple Airport,BVY,KBVY
United States,Brawley,Brawley,BWC,KBWC
United States,Brownwood,Brownwood,BWD,KBWD
United States,Bowling Green,Warren County,BWG,KBWG
United States,Baltimore/Washington,Baltimore/Washington International Thurgood Marshall Airport,BWI,KBWI
United States,Blackwell,Blackwell,BWL,KBWL
United States,Bowman,Bowman,BWM,KBPP
United States,Blaine,Blaine,BWS,KBWS
United States,Bogalusa,George R Carr,BXA,KBXA
United States,Boxborough,Boxborough,BXC,LEMG
United States,Buckeye,Buckeye Municipal,BXK,KBXK
United States,Borrego Springs,Borrego Springs,BXS,KBXS
United States,Boundary,Boundary,BYA,KBYA
United States,Buffalo,Municipal,BYG,KBYG
United States,Blytheville,Blytheville AFB,BYH,KBYH
United States,Rupert,Rupert,BYI,KBYI
United States,Fort Irwin,Bicycle Lake AAF,BYS,KBYS
United States,Blakely Island,Blakely Island,BYW,KBYW
United States,Bozeman,Gallatin Field,BZN,KBZN
United States,Washington,Buzzards Pt S,BZS,KBZS
United States,Brazoria,Hinkles Ferry,BZT,EGAC
United States,Cadillac,Cadillac,CAD,KCAD
United States,"Columbia, SC",Metropolitan Airport,CAE,KCAE
United States,"Akron/Canton, OH",Akron/canton Regional,CAK,KCAK
United States,Clayton,Clayton,CAO,KCAO
United States,Caribou,Municipal,CAR,KCAR
United States,Corner Bay,Corner Bay,CBA,MMVA
United States,Cumberland,Wiley Ford,CBE,KCBE
United States,Council Bluffs,Municipal,CBF,KCBF
United States,Colby,Municipal,CBK,KCBK
United States,Columbus,Columbus AFB,CBM,KCBM
United States,Cabin Creek,Cabin Creek,CBZ,SPIM
United States,"Upland, CA",Cable Airport,CCB,KCCB
United States,Los Angeles,Century City,CCD,
United States,Crane,Crane County Arpt,CCG,KCCG
United States,Concord,Buchanan Fld,CCR,KCCR
United States,Charles City,Municipal,CCY,KCCY
United States,Cold Bay,Cold Bay,CDB,PACD
United States,Cedar City,Cedar City,CDC,KCDC
United States,Camden,Harrell Fld,CDH,KCDH
United States,Cedar Key,Lewis,CDK,KCDK
United States,Candle,Candle,CDL,KCDL
United States,Camden,Woodward Fld,CDN,KCDN
United States,Chadron,Chadron,CDR,KCDR
United States,Childress,Childress,CDS,KCDS
United States,Cordova,Mudhole Smith,CDV,PACV
United States,"Caldwell, NJ",Caldwell Wright,CDW,KCDW
United States,Wichita,Cessna Aircraft Field,CEA,KCEA
United States,Crescent City,Mc Namara Fld,CEC,KCEC
United States,Springfield,Westover Metro Arpt,CEF,KCEF
United States,Central,Central,CEM,PACE
United States,Clemson,Oconee County,CEU,KCEU
United States,Connersville,Mettle Field,CEV,KCEV
United States,Crestview,Bob Sikes,CEW,KCEW
United States,Chena Hot Springs,Chena Hot Springs,CEX,KCEX
United States,Murray,Calloway County,CEY,KCEY
United States,Cortez,Montezuma County,CEZ,KCEZ
United States,Coffee Point,Coffee Point,CFA,EDAL
United States,"Chefornak, AK",Chefornak,CFK,PACK
United States,Clifton,Morenci,CFT,KCFT
United States,Coffeyville,Municipal,CFV,KCFV
United States,Craig,Craig SPB,CGA,KCGA
United States,Cambridge,Cambridge,CGE,KCGE
United States,Cleveland,Cuyahoga County,CGF,KCGF
United States,Cape Girardeau,Cape Girardeau,CGI,KCGI
United States,College Park,College Park,CGS,KCGS
United States,Chicago,Merrill C Meigs (closed),CGX,
United States,Casa Grande,Municipal,CGZ,KCGZ
United States,"Chattanooga,TN",Lovell Field,CHA,KCHA
United States,Mesa,Williams Gateway Airport,CHD,KCHD
United States,Chicago,Chicago FSS,CHI,KCHI
United States,Chickasha,Municipal,CHK,KCHK
United States,Challis,Challis,CHL,KLLJ
United States,Charlottesville,Albemarle,CHO,KCHO
United States,Circle Hot Springs,Circle Hot Springs,CHP,KCHP
United States,"Charleston, SC","Charleston,  AFB Municipal",CHS,KCHS
United States,Chuathbaluk,Chuathbaluk,CHU,PACH
United States,Chiloquin,State,CHZ,KCHZ
United States,Catalina Island,Ap In The Sky,CIB,KAVX
United States,Chico,Chico,CIC,KCIC
United States,Cedar Rapids,Cedar Rapids,CID,KCID
United States,Craig,Craig-Moffat,CIG,KCAG
United States,Chalkyitsik,Chalkyitsik,CIK,PACI
United States,Council,Melsing Creek,CIL,KCIL
United States,Carroll,Carroll,CIN,KCIN
United States,Cairo,Cairo,CIR,KCIR
United States,Sault Ste Marie,Chippewa County,CIU,KCIU
United States,Chomley,Chomley,CIV,SNIO
United States,"San Diego/El Cajon, CA",Gillespie Field,CJN,KCJN
United States,Clarksburg,Benedum,CKB,KCKB
United States,Crooked Creek,Crooked Creek,CKD,
United States,Clear Lake,Clear Lake,CKE,KCKE
United States,Cherokee,Cherokee,CKK,VHHH
United States,Clarksdale,Fletcher Field,CKM,KCKM
United States,Crookston,Municipal,CKN,KCKN
United States,Crane Island,Crane Island,CKR,RJFR
United States,Cordova,City,CKU,KCKU
United States,Clarksville,Outlaw Field,CKV,KCKV
United States,Chicken,Chicken,CKX,KCKX
United States,Clearlake,Metroport,CLC,LFAC
United States,"Carlsbad, CA",Mc Clellan-Palomar Airport,CLD,KCRQ
United States,Cleveland,Hopkins International,CLE,KCLE
United States,Coalinga,Coalinga,CLG,KCLG
United States,Clintonville,Clintonville,CLI,KCLI
United States,Clinton,Municipal,CLK,KCLK
United States,"College Station, TX",Easterwood Field,CLL,KCLL
United States,Port Angeles,Fairchild Intl,CLM,KCLM
United States,Clarks Point,Clarks Point,CLP,PFCL
United States,Calipatria,Calipatria,CLR,KCLR
United States,Chehalis,Centralia,CLS,KCLS
United States,Charlotte,Charlotte Douglas,CLT,KCLT
United States,Columbus,Columbus Municipal,CLU,KBAK
United States,Columbus,Port Columbus Intl,CMH,KCMH
United States,Champaign,University Of Illinois Willard,CMI,KCMI
United States,Hancock,Houghton County,CMX,KCMX
United States,Sparta,Fort Mccoy,CMY,KCMY
United States,Canon City,Canon City,CNE,
United States,Claremont,Municipal,CNH,KCNH
United States,Concordia,Blosser Municipal,CNK,KCNK
United States,Carlsbad,Carlsbad,CNM,KCNM
United States,Chino,Chino,CNO,KCNO
United States,Chanute,Martin Johnson,CNU,KCNU
United States,"Waco, TX",TSTC Waco Airport,CNW,KCNW
United States,Moab,Canyonlands Field,CNY,KCNY
United States,Columbia,Columbia,COA,KCOA
United States,Cody/Yellowstone,Yellowstone Regional,COD,KCOD
United States,Cocoa,Patrick AFB,COF,KCOF
United States,Cocoa,Merritt Island,COI,KCOI
United States,Coleman,Coleman,COM,KCOM
United States,Concord,Concord,CON,KCON
United States,"Cooperstown, NY",Cooperstown - Westville Airport,COP,KCOP
United States,Colorado Springs,Colorado Springs,COS,KCOS
United States,Cotulla,Cotulla,COT,KCOT
United States,Columbia,Columbia Regional,COU,KCOU
United States,Compton,Compton,CPM,KCPM
United States,Casper,Casper,CPR,KCPR
United States,"St Louis, Il",St. Louis Downtown Airport,CPS,KCPS
United States,Myrtle Beach,Grand Strand Airport,CRE,KCRE
United States,Jacksonville,Craig Municipal,CRG,KCRG
United States,Corcoran,Corcoran,CRO,KCRO
United States,"Corpus Christi, TX",Corpus Christi International Airport,CRP,KCRP
United States,Corsicana,Corsicana,CRS,KCRS
United States,Crossett,Municipal,CRT,KCRT
United States,Charleston,Yeager,CRW,KCRW
United States,Corinth,Roscoe Turner,CRX,KCRX
United States,Crested Butte,Crested Butte,CSE,KCSE
United States,Phoenix,David,CSI,YCAS
United States,Clinton,Sherman,CSM,KCSM
United States,Carson City,Carson City,CSN,KCXP
United States,Creston,Municipal,CSQ,KCSQ
United States,Crossville,Memorial,CSV,KCSV
United States,Cut Bank,Cut Bank,CTB,KCTB
United States,Coatesville,Chestercounty Carlson,CTH,KMQS
United States,Canton,Canton,CTK,KCTK
United States,Calverton,Peconic River,CTO,KCTO
United States,Cottonwood,Cottonwood,CTW,KCTW
United States,Cortland,Cortland,CTX,KCTX
United States,Cross City,Cross City,CTY,KCTY
United States,Clinton,Sampson County,CTZ,KCTZ
United States,Columbia,Owens Field,CUB,KCUB
United States,Cushing,Municipal,CUH,KCUH
United States,Columbus,Municipal,CUS,
United States,Cube Cove,Cube Cove,CUW,YCUE
United States,Corpus Christi,Cuddihy Field,CUX,KCUX
United States,Pittsburgh,Civic Ar Heli,CVA,MMVA
United States,"Covington, KY",Cincinnati/northern Kentucky,CVG,KCVG
United States,Clovis,Municipal,CVN,KCVN
United States,Albany,Albany,CVO,KCVO
United States,Culver City,Hughes,CVR,CWDM
United States,Clovis,Cannon AFB,CVS,KCVS
United States,Wausau,Central Wisconsin,CWA,KCWA
United States,Callaway Gardens,Callaway Gardens,CWG,VHHH
United States,Clinton,Clinton,CWI,KCWI
United States,Chitina,Chitina Arpt,CXC,KCXC
United States,Coldfoot,Coldfoot,CXF,PACX
United States,Calexico,International,CXL,KCXL
United States,Conroe,Montgomery Co,CXO,KCXO
United States,Crystal Lake,Crystal Lake,CYE,SBGR
United States,Chefornak,Chefornak SPB,CYF,PACK
United States,Cheyenne,Cheyenne,CYS,KCYS
United States,Yakataga,Intermediate,CYT,PACY
United States,Cape Romanzof,Cape Romanzof,CZF,PACZ
United States,Cascade Locks,Cascade Locks/Stevens,CZK,KCZK
United States,Chisana,Chisana Field,CZN,KCZN
United States,Chistochina,Chistochina,CZO,KCZO
United States,Cape Pole,Cape Pole,CZP,KCZP
United States,Carrizo Springs,Carrizo Springs,CZT,KCZT
United States,Fort Belvoir,Davison AAF,DAA,KDAA
United States,Daytona Beach,Regional,DAB,KDAB
United States,Daggett,Barstow-Daggett,DAG,KDAG
United States,Dallas,Love Field,DAL,KDAL
United States,Danville,Municipal,DAN,KDAN
United States,"Dayton, Oh",James Cox Dayton Intl,DAY,KDAY
United States,Dublin,Municipal,DBN,KDBN
United States,Dubuque,Municipal,DBQ,KDBQ
United States,Dubois,Dubois,DBS,KDBS
United States,"Washington, DC",Reagan Washington National,DCA,KDCA
United States,Dahl Creek,Dahl Creek Arpt,DCK,KDCK
United States,Decatur,Decatur Hi-Way,DCR,KDCR
United States,Decatur,Pyor,DCU,KDCU
United States,Dodge City,Dodge City Municipal,DDC,KDDC
United States,Decatur,Decatur Arpt,DEC,KDEC
United States,Decorah,Municipal,DEH,KDEH
United States,Denver,Denver International,DEN,KDEN
United States,Dearborn,Hyatt Regency H/P,DEO,LFPG
United States,Detroit,Detroit City,DET,KDET
United States,Defiance,Memorial,DFI,KDFI
United States,"Dallas, TX",Dallas/Fort Worth International,DFW,KDFW
United States,Danger Bay,Danger Bay,DGB,YPGV
United States,Douglas,Bisbee-douglas International,DGF,YPGV
United States,Douglas,Converse County,DGW,KDGW
United States,Dothan,Dothan Arpt,DHN,KDHN
United States,Dickinson,Dickinson,DIK,KDIK
United States,Diomede Island,Diomede Island,DIO,KDIO
United States,Delta Junction,Delta Junction,DJN,KDJN
United States,Dunkirk,Dunkirk,DKK,KDKK
United States,Del Rio,Laughlin Afb,DLF,KDLF
United States,Dillingham,Municipal,DLG,PADL
United States,Duluth,Duluth International,DLH,KDLH
United States,Dillon,Dillon,DLL,KDLC
United States,Dillon,Dillon,DLN,KDLN
United States,Dolomi,Dolomi,DLO,LKPM
United States,The Dalles,Columbia Gorge Regional/The Dalles Municipal Airport,DLS,KDLS
United States,Tucson,Davis Monthan AFB,DMA,KDMA
United States,Deming,Deming,DMN,KDMN
United States,Sedalia,Sedalia,DMO,KDMO
United States,Dallas,Dallas North Airport,DNE,KDNE
United States,"Augusta, GA",Daniel Field,DNL,KDNL
United States,Dalton,Municipal,DNN,KDNN
United States,Denison,Municipal,DNS,KDNS
United States,"Danville, IL",Vermilion County,DNV,KDNV
United States,Dora Bay,Dora Bay,DOF,LLSD
United States,Dover-Cheswold,Dover AFB,DOV,KDOV
United States,Chicago,Dupage County,DPA,KDPA
United States,Dugway,Michael AAF,DPG,KDPG
United States,Deer Park,Deer Park,DPK,KDPA
United States,Mercury,Desert Rock,DRA,KDRA
United States,Drummond Island,Drummond Island,DRE,KDRM
United States,Drift River,Drift River,DRF,EGNX
United States,Deering,Deering,DRG,PADE
United States,Durango,La Plata,DRO,KDRO
United States,Del Rio,International,DRT,KDRT
United States,Drummond,Drummond,DRU,
United States,Destin,Destin-Fort Walton Beach Airport,DSI,KDTS
United States,"Des Moines, IA",Des Moines International,DSM,KDSM
United States,Dansville,Dansville,DSV,KDSV
United States,Delta,Delta,DTA,KDTA
United States,Death Valley,Death Valley,DTH,DTTV
United States,Detroit Lakes,Municipal,DTL,KDTL
United States,"Shreveport, LA",Shreveport Downtown,DTN,KDTN
United States,Decatur Island,Decatur Island,DTR,SSWD
United States,"Detroit, MI",Detroit Metropolitan Wayne County,DTW,KDTW
United States,Durant,Eaker,DUA,KDUA
United States,Duncan,Halliburton Field,DUC,KDUC
United States,"Corolla, NC",Pine Island Airport,DUF,KDUF
United States,Douglas,Bisbee-Douglas Intl,DUG,KDUG
United States,Du Bois,Du Bois-Jefferson County,DUJ,KDUJ
United States,Dutch Harbor,Emergency Field,DUT,PADU
United States,Devils Lake,Devils Lake,DVL,KDVL
United States,Davenport,Davenport,DVN,KDVN
United States,Phoenix,Phoenix Deer Valley Airport,DVT,KDVT
United States,Houston,David Wayne Hooks,DWH,KDWH
United States,Oklahoma City,Downtown Airpark,DWN,KDWN
United States,Orlando,Walt Disney World,DWS,
United States,"Danbury, CT",Danbury Municipal Airport,DXR,KDXR
United States,Doylestown,Doylestown,DYL,KDYL
United States,Abilene,Dyess AFB,DYS,KDYS
United States,Eagle,Eagle,EAA,PAEG
United States,Wheatland,Phifer Field,EAN,KEAN
United States,Kearney,Kearney,EAR,KEAR
United States,Wenatchee,Pangborn Field,EAT,KEAT
United States,"Eau Claire, WI",Chippewa Valley Regional Airport,EAU,KEAU
United States,Webster City,Municipal,EBS,KEBS
United States,East Tawas,Emmet County Airport,ECA,KECA
United States,"Elizabeth City, NC",Elizabeth City,ECG,KECG
United States,Newcastle,Mondell,ECS,KECS
United States,Edna Bay,Edna Bay,EDA,KEDA
United States,Edenton,Municipal,EDE,KEDE
United States,Anchorage,Elmendorf Afb,EDF,PAED
United States,Edgewood,Weide AAF,EDG,KEDG
United States,El Dorado,El Dorado,EDK,KEQA
United States,Edwards AFB,Edwards AFB,EDW,KEDW
United States,Needles,Needles,EED,KEED
United States,Eek,Eek,EEK,PAEE
United States,Keene,Dillant-Hopkins,EEN,KEEN
United States,Eight Fathom Bight,Eight Fathom Bight,EFB,KGRK
United States,Houston,Ellington Field,EFD,KEFD
United States,Newport,Newport,EFK,KEFK
United States,East Fork,East Fork,EFO,KEFO
United States,Jefferson,Municipal,EFW,KEFW
United States,Vail/Eagle,Eagle County,EGE,KEGE
United States,Valparaiso,Duke Field,EGI,KEGI
United States,Eagle Pass,Maverick Co,EGP,KEGP
United States,Eagle River,Eagle River,EGV,KEGV
United States,Egegik,Egegik,EGX,PAII
